Comment Body,Display Name,Latitude,Location,Longitude,Status,User Comments,User ID,userID (userscores.csv),Approve Date,Article Relevance,AV Gcommentspermonth,AVG Brevity,AVG Personal XP,AVG Picks,AVG Readability,AVG Recommendation Score,Brevity,Comment Sequence,Conversational Relevance,Editors Selection,Number of Records,Personal XP,Readability,Recommendation Count,Recommendation Score,Times People
"Growing up, I remember going grocery shopping with my parents on Saturdays in a classic urban market in my home town (still in operation).        I remember police officers on foot, some of whom were familiar enough to my parents that they greeted them every time they saw them. This was true in other neighborhood shopping areas we visited. At some point, the police seemed to have left their foot patrols and gone into cars. Perhaps that\'s the point when the police and citizens became estranged from each other.<br/><br/>That estrangement is dangerous.   ",blueingreen66,44.9773,Minneapolis,-93.265469,approved,api.nytimes.com/svc/community/v2/comments/user/id/65041061.xml,65041061,65041061,"1,423,779,364",0.126796926,15.82352941,85.48884758,0.026929469,0.027881041,20.94052045,11.00743494,93,"14,121,360",0.226675281,1,1,0.084210526,25.6,78,4.356708827,1
"I get so tired of this ridiculous line of reasoning. So if say 1 person in 100 is a violent criminal, it\'s then okay to treat the other 99 badly because they all have high levels of melanin?<br/>It\'s funny how persistent the old \""it\'s not racism because THEY really deserve everything they get\"" argument has shown itself to be.",Tiation,45.452576,A Place,1.842709,approved,api.nytimes.com/svc/community/v2/comments/user/id/53237351.xml,53237351,53237351,"1,423,840,223",0.016099575,0.615384615,105.6875,0.016173031,0.0625,25.071875,8.28125,63,"14,125,309",0.086248706,0,1,0.015625,21.5,3,1.098612289,1
"I wish there were a way that we could talk about this issue without feeling the need to take sides.  I commend the FBI Director for acknowledging the considerable body of research that documents how ALL of us (white, black, Hispanic, and all others) have racial biases which we may or may or may not be conscious of. It is hard to see how we as a nation will move beyond our angry polarization around racial issues until we are able to become aware of our own racial biases, acknowledge their reality, and do our best to avoid letting them push us into taking sides.",awe,45.520247,"portland, or",-122.674195,approved,api.nytimes.com/svc/community/v2/comments/user/id/35935936.xml,35935936,35935936,"1,423,772,976",0.134221314,0.073170732,48,0.034920635,0,14.16666667,11.33333333,105,"14,119,509",0.211895408,0,1,0.104761905,23.6,7,1.945910149,1
"For police, the shortcuts they develop which help them identify criminals, don\'t, they only them identify urban culture. I believe that many police departments have found a way to maintain the status quo and justify their employment by regularly sifting through entire cultures of people. ",Blahblahblacksheep,45.520247,"Portland, OR",-122.674195,approved,api.nytimes.com/svc/community/v2/comments/user/id/61041705.xml,61041705,61041705,"1,423,808,852",0.137898352,4.725490196,74.10373444,0.026516213,0.045643154,20.25103734,10.13692946,46,"14,124,331",0.246365326,0,1,0.02173913,15.2,5,1.609437912,1
" I believe him.  Black kids are good at bluster, it\'s a fear reaction, but it\'s often effective.  I would like to hear from some black cops on this issue.",Bob Carrico,45.520247,"Portland, OR",-122.674195,approved,api.nytimes.com/svc/community/v2/comments/user/id/70128086.xml,70128086,70128086,"1,423,859,816",0.084313952,18.66666667,40.10714286,0.041662744,0,15.24464286,0.964285714,31,"14,131,267",0.273840452,0,1,0.064516129,12.9,0,0,1
"So you\'re taking community policing a step further and advocating community eating?  I like that, used to do that when I was a teacher in a mostly black high school.  The kids were real accepting, maybe even relieved--be careful, there\'s a teacher over there.  And the school kitchen is the heart/stomach of the school.  Always liked chattin\' with the kitchen ladies.  They knew what was going on, what/if the kids were eating.  Sometimes I got free cookies!  Funny, it\'s often the little things that work.",Bob Carrico,45.520247,"Portland, OR",-122.674195,approved,api.nytimes.com/svc/community/v2/comments/user/id/70128086.xml,70128086,70128086,"1,423,847,147",0.070083992,18.66666667,40.10714286,0.041662744,0,15.24464286,0.964285714,91,"14,126,653",0.214894804,0,1,0.032608696,24.3,0,0,1
"I believe that when Mr. Comey said the country has not had a healthy dialog on this issue, he was implicitly acknowledging the unhealthy one that has taken place.  Your comments have been stated often by others but don\'t address the issue that Mr. Comey was noting, which is that when a bias is present from start within the police officer events can spin out of control because he or she sees events from a false perspective.  ",Padfoot,45.520247,"Portland, OR",-122.674195,approved,api.nytimes.com/svc/community/v2/comments/user/id/1927937.xml,1927937,1927937,"1,423,765,152",0.207025996,10.32941176,45.20387244,0.024102691,0.035307517,15.58826879,27.68109339,78,"14,118,397",0.22757972,0,1,0.012820513,22.9,12,2.48490665,1
"Well done article. The police are in a crossfire between an economic culture that is material in nature and disconnected morally from the populace as a whole. The disconnect is with blacks and other minorities that don\'t have representation<br/>and power in government and economic/social circles. In short they are cheap labor that is expendable.<br/>As a counselor in a school district in Oregon I saw the parallel between police and educators--they were at the battle line between enlightenment, protection and opportunity (progress) and the results of economic policies and interests that created conditions of poverty and loss of hope. We were mostly white with developing populations of latinos.<br/>The in-between position is hard because both sides have issues with those at the lines of cultural conflict. Police have an impossible job and some eventually fall prey to anger and fear and hopelessness. They did not create the problem but as noted in the article support the cultural divide. ",Tim Hayes,45.520247,"Portland, Oregon",-122.674195,approved,api.nytimes.com/svc/community/v2/comments/user/id/68814848.xml,68814848,68814848,"1,423,864,012",0.107553923,0,162,0.012121212,0,33.4,3,162,"14,131,937",0.261138157,0,1,0.012048193,33.4,2,0.693147181,1
Well said.  Thank you!,Hekate,45.630695,"Vancouver, WA",-122.674456,approved,api.nytimes.com/svc/community/v2/comments/user/id/65813149.xml,65813149,65813149,"1,423,866,209",0.238312124,5.515151515,53.49450549,0.045952804,0.016483516,16.66098901,4.554945055,4,"14,132,257",0.044926681,0,1,0,6,0,0,1
"Excellent speech! Intellectual, emotional and impactful. In Bill Bratton and James Comey, we have excellent examples of policing leadership.",Mister Ed,45.709097,Maine,-68.85902,approved,api.nytimes.com/svc/community/v2/comments/user/id/59959134.xml,59959134,59959134,"1,423,840,224",0.087651148,2.527777778,60.49450549,0.016955428,0.010989011,18.95494505,8.186813187,19,"14,125,358",0.140341982,0,1,0.052631579,11.6,4,1.386294361,1
"Because rich people underwrite elections. Them who has, gets.",badphairy,45.989659,MN,-94.611329,approved,api.nytimes.com/svc/community/v2/comments/user/id/70732695.xml,70732695,70732695,"1,423,771,356",0.001245831,31,32.74193548,0.027989749,0,13.47096774,3.870967742,9,"14,119,156",0.016181242,0,1,0,8.3,0,0,1
I think some of it definitely is the pipeline. Most of it is the system itself. I\'m not really sure anymore that I want to trust some twentysomething white kid with an AA in CrimJus with a firearm and a badge.,badphairy,45.989659,MN,-94.611329,approved,api.nytimes.com/svc/community/v2/comments/user/id/70732695.xml,70732695,70732695,"1,423,771,356",0.016480804,31,32.74193548,0.027989749,0,13.47096774,3.870967742,42,"14,119,207",0.095352916,0,1,0.071428571,16.3,0,0,1
"No, because it\'s not \""just\"" black people. It\'s also Latinos, Asians, etc. ",badphairy,45.989659,MN,-94.611329,approved,api.nytimes.com/svc/community/v2/comments/user/id/70732695.xml,70732695,70732695,"1,423,771,356",0.050172141,31,32.74193548,0.027989749,0,13.47096774,3.870967742,14,"14,119,236",0.149246268,0,1,0,10.1,2,0.693147181,1
"Well sure, but white people are the \""right people\"" so they can have guns. The only people we worry about are the \""wrong\"" people and those have been courteously marked by God with dark skin so we know who they are. <br/><br/>/No, I\'m not serious, but this is still the attitude of a huge number, if not a majority, of the melanin-deprived.",badphairy,45.989659,MN,-94.611329,approved,api.nytimes.com/svc/community/v2/comments/user/id/70732695.xml,70732695,70732695,"1,423,771,356",0.031178592,31,32.74193548,0.027989749,0,13.47096774,3.870967742,64,"14,119,131",0.128787941,0,1,0.045454545,15.2,4,1.386294361,1
"I\'m frankly surprised that someone in authority has now said what many have believed for a very long time.  I would find it difficult for much of Black America not to have come to the same conclusion.  However; I do believe policing has to be more about community, we do not know our police forces today, black or white.  If we knew the police that are there to protect us and they knew us.. I feel sure we and they would be much more willing to work with one another. ",Terryshilo,47.286835,Washington State,-120.212614,approved,api.nytimes.com/svc/community/v2/comments/user/id/66102590.xml,66102590,66102590,"1,423,765,639",0.236220328,0.121212121,128,0.058135248,0,25.9,7.25,91,"14,118,685",0.474288725,0,1,0.10989011,17.2,13,2.564949357,1
